,local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
10,1722470407476991,0.0110353,435669.0,0.0110352,30880.0,0.0110354,52687.0,0.0110349,712.0,0.0110356,112118.0,0.0110347,455.0,0.0110357,52720.0,0.0110346,2268.0,0.0110358,316512.0,0.0110344,41192.0,0.011036,64600.0,0.0110342,5157.0,0.0110361,76213.0,0.0110341,36226.0,0.0110362,51504.0,0.011034,101938.0,0.0110364,180044.0,0.0110339,455.0,0.0110365,112828.0,0.0110338,4075.0,0.0110367,52245.0,0.0110337,80370.0,0.0110368,162205.0,0.0110335,46325.0,0.0110369,842976.0,0.0110333,36974.0,0.011037,19740.0,0.0110332,455.0,0.0110372,259430.0,0.0110331,25157.0,0.0110375,30224.0,0.011033,198212.0,0.0110376,618749.0,0.0110329,86177.0,0.0110377,294508.0,0.0110328,1744.0,0.0110378,255020.0,0.0110327,48637.0,0.011038,313802.0,0.0110325,253911.0,0.0110381,298044.0,0.0110324,455.0,0.0110382,110911.0,0.0110322,455.0,0.0110383,417849.0,0.0110319,62449.0,0.0110384,260972.0,0.0110318,3262.0,0.0110385,41756.0,0.0110317,116804.0
11,1722470407989748,0.0110353,157356.0,0.0110352,104564.0,0.0110354,52687.0,0.0110349,712.0,0.0110355,31289.0,0.0110347,455.0,0.0110356,112118.0,0.0110346,2268.0,0.0110357,52720.0,0.0110344,41192.0,0.0110358,239017.0,0.0110342,93290.0,0.011036,59430.0,0.0110341,36226.0,0.0110361,50427.0,0.011034,101938.0,0.0110362,77290.0,0.0110339,455.0,0.0110364,154258.0,0.0110338,4075.0,0.0110365,99076.0,0.0110337,80370.0,0.0110367,52245.0,0.0110336,84681.0,0.0110368,167375.0,0.0110335,46325.0,0.0110369,842976.0,0.0110333,57734.0,0.011037,19740.0,0.0110332,28297.0,0.0110372,273182.0,0.0110331,109838.0,0.0110375,30224.0,0.011033,184772.0,0.0110376,583480.0,0.0110329,1496.0,0.0110377,294508.0,0.0110328,365223.0,0.0110378,255020.0,0.0110327,48637.0,0.011038,313802.0,0.0110325,253911.0,0.0110381,298044.0,0.0110324,455.0,0.0110382,110911.0,0.0110322,455.0,0.0110383,417849.0,0.0110321,36226.0,0.0110384,260972.0,0.0110319,152544.0
12,1722470408468947,0.0110353,104917.0,0.0110352,202435.0,0.0110354,52687.0,0.0110349,26110.0,0.0110355,31289.0,0.0110347,455.0,0.0110356,112118.0,0.0110346,2268.0,0.0110357,52720.0,0.0110344,41192.0,0.0110358,87696.0,0.0110342,93290.0,0.011036,59430.0,0.0110341,36226.0,0.0110362,51504.0,0.011034,101938.0,0.0110364,59430.0,0.0110339,455.0,0.0110365,99076.0,0.0110338,4075.0,0.0110367,52245.0,0.0110337,80370.0,0.0110368,64600.0,0.0110335,46325.0,0.0110369,764672.0,0.0110334,84681.0,0.011037,19740.0,0.0110333,64816.0,0.0110372,173182.0,0.0110332,78387.0,0.0110375,30224.0,0.0110331,130598.0,0.0110376,583480.0,0.011033,184772.0,0.0110377,294508.0,0.0110329,1496.0,0.0110378,523020.0,0.0110328,365223.0,0.011038,313802.0,0.0110327,119373.0,0.0110381,119740.0,0.0110326,114264.0,0.0110382,45309.0,0.0110325,253911.0,0.0110383,417849.0,0.0110324,455.0,0.0110384,259430.0,0.0110322,455.0,0.0110385,41756.0,0.0110321,36226.0
13,1722470408963045,0.011032,336543.0,0.0110319,252357.0,0.0110322,135130.0,0.0110318,3262.0,0.0110323,312109.0,0.0110317,116804.0,0.0110324,210765.0,0.0110316,259547.0,0.0110325,133855.0,0.0110315,455.0,0.0110327,51605.0,0.0110313,27195.0,0.0110328,311035.0,0.0110312,1190.0,0.011033,656015.0,0.011031,5612.0,0.0110331,547300.0,0.0110308,918.0,0.0110332,270970.0,0.0110307,1496.0,0.0110333,370648.0,0.0110306,455.0,0.0110334,104720.0,0.0110305,11104.0,0.0110336,190719.0,0.0110304,6723.0,0.0110339,180806.0,0.0110303,455.0,0.011034,285216.0,0.0110302,19740.0,0.0110341,25786.0,0.01103,68085.0,0.0110342,94224.0,0.0110299,29184.0,0.0110343,230956.0,0.0110298,41952.0,0.0110344,59430.0,0.0110297,252478.0,0.0110345,68438.0,0.0110296,1496.0,0.0110346,155020.0,0.0110295,69614.0,0.0110347,201496.0,0.0110294,92327.0,0.0110348,59430.0,0.0110293,455.0,0.011035,330816.0,0.0110292,327890.0,0.0110351,19740.0,0.0110291,19740.0
14,1722470409463429,0.0110324,87424.0,0.0110323,226454.0,0.0110327,229312.0,0.0110322,52064.0,0.011033,581971.0,0.0110321,97190.0,0.0110331,215300.0,0.011032,154842.0,0.0110332,110949.0,0.0110319,273252.0,0.0110333,154952.0,0.0110318,139296.0,0.0110336,86712.0,0.0110317,388054.0,0.0110337,45526.0,0.0110316,355310.0,0.0110338,30943.0,0.0110315,455.0,0.0110339,128561.0,0.0110314,36227.0,0.011034,85216.0,0.0110312,1190.0,0.0110341,25786.0,0.011031,455.0,0.0110342,148236.0,0.0110308,59885.0,0.0110344,59430.0,0.0110307,1496.0,0.0110345,35273.0,0.0110306,36682.0,0.0110346,102775.0,0.0110305,11104.0,0.0110347,46819.0,0.0110304,49082.0,0.0110348,59430.0,0.0110303,455.0,0.011035,130816.0,0.0110301,181912.0,0.0110351,19740.0,0.01103,9714.0,0.0110352,162397.0,0.0110299,71137.0,0.0110353,187288.0,0.0110298,1192.0,0.0110354,463.0,0.0110297,54984.0,0.0110355,30013.0,0.0110296,314939.0,0.0110356,59430.0,0.0110295,143751.0
15,1722470409989423,0.0110285,44146.0,0.0110284,59430.0,0.0110288,59430.0,0.0110281,21843.0,0.011029,9058.0,0.0110279,3187.0,0.0110292,59430.0,0.0110278,455.0,0.0110293,358283.0,0.0110277,137129.0,0.0110294,115251.0,0.0110276,9033.0,0.0110296,533119.0,0.0110274,3422.0,0.0110297,348508.0,0.0110273,20455.0,0.0110298,399923.0,0.0110272,1919.0,0.0110299,83775.0,0.011027,455.0,0.01103,104731.0,0.0110269,20195.0,0.0110306,36227.0,0.0110268,2201.0,0.0110309,77431.0,0.0110266,8230.0,0.011031,87999.0,0.0110264,986.0,0.0110312,566254.0,0.0110263,1952.0,0.0110313,487695.0,0.0110262,90902.0,0.0110314,71505.0,0.0110261,455.0,0.0110316,59430.0,0.011026,909.0,0.0110317,201709.0,0.0110259,443712.0,0.0110318,78031.0,0.0110258,19740.0,0.0110319,114122.0,0.0110256,139763.0,0.011032,59430.0,0.0110255,695442.0,0.0110321,439808.0,0.0110254,455.0,0.0110322,218271.0,0.0110253,145572.0,0.0110323,152245.0,0.0110252,1497.0
16,1722470410475784,0.0110284,445009.0,0.0110283,351230.0,0.0110286,31289.0,0.0110282,140155.0,0.0110292,44146.0,0.011028,59430.0,0.0110293,187548.0,0.0110279,3187.0,0.0110294,107438.0,0.0110278,455.0,0.0110296,214450.0,0.0110276,455.0,0.0110298,347462.0,0.0110274,3422.0,0.01103,5157.0,0.0110273,455.0,0.0110303,41035.0,0.0110272,61349.0,0.0110304,85216.0,0.011027,455.0,0.0110306,62013.0,0.0110269,455.0,0.0110309,437878.0,0.0110268,2201.0,0.011031,18148.0,0.0110266,44457.0,0.0110311,164887.0,0.0110264,124757.0,0.0110312,384577.0,0.0110263,173273.0,0.0110313,461909.0,0.0110262,181733.0,0.0110314,37724.0,0.0110261,455.0,0.0110316,59430.0,0.011026,909.0,0.0110317,1000000.0,0.0110259,20712.0,0.0110318,4624.0,0.0110258,125311.0,0.0110319,88336.0,0.0110257,123491.0,0.011032,59430.0,0.0110256,392330.0,0.0110321,77146.0,0.0110255,5157.0,0.0110322,218271.0,0.0110254,455.0,0.0110323,168769.0,0.0110252,1497.0
17,1722470411001755,0.0110273,675993.0,0.0110272,1919.0,0.0110274,60819.0,0.011027,455.0,0.0110275,1421763.0,0.0110269,455.0,0.0110276,288466.0,0.0110268,455.0,0.0110277,154939.0,0.0110266,3073.0,0.0110278,330337.0,0.0110264,986.0,0.0110279,32866.0,0.0110263,455.0,0.011028,90719.0,0.0110262,90439.0,0.0110281,388302.0,0.0110261,455.0,0.0110282,187831.0,0.011026,909.0,0.0110283,357133.0,0.0110259,712.0,0.0110284,321758.0,0.0110256,92143.0,0.0110286,25786.0,0.0110255,321867.0,0.0110287,28924.0,0.0110254,455.0,0.0110288,59430.0,0.0110252,1497.0,0.0110292,1497.0,0.0110251,20455.0,0.0110293,62013.0,0.011025,229277.0,0.0110294,128561.0,0.0110249,363934.0,0.0110295,61830.0,0.0110248,455.0,0.0110296,162205.0,0.0110247,92256.0,0.0110298,376760.0,0.0110245,154146.0,0.01103,5157.0,0.0110244,1747.0,0.0110303,36009.0,0.0110243,94479.0,0.0110304,87272.0,0.0110241,1497.0,0.0110306,36227.0,0.011024,455.0
18,1722470411472597,0.0110267,98079.0,0.0110266,219636.0,0.0110268,121513.0,0.0110264,986.0,0.0110269,71997.0,0.0110263,455.0,0.011027,108336.0,0.0110262,90439.0,0.0110272,144146.0,0.0110261,455.0,0.0110273,61909.0,0.011026,37136.0,0.0110274,51761.0,0.0110259,712.0,0.0110275,997019.0,0.0110256,455.0,0.0110276,199677.0,0.0110255,5157.0,0.0110277,102775.0,0.0110254,44617.0,0.0110278,46884.0,0.0110252,1497.0,0.0110279,5361.0,0.0110251,455.0,0.011028,85216.0,0.011025,142861.0,0.0110281,137554.0,0.0110249,44617.0,0.0110283,216104.0,0.0110248,455.0,0.0110284,159907.0,0.0110247,92256.0,0.0110286,25786.0,0.0110245,122737.0,0.0110287,28924.0,0.0110244,88005.0,0.0110288,59430.0,0.0110243,185700.0,0.0110292,1497.0,0.0110242,130319.0,0.0110293,36227.0,0.0110241,21497.0,0.0110294,102775.0,0.011024,455.0,0.0110295,135248.0,0.0110239,118389.0,0.0110296,162205.0,0.0110237,1951.0,0.0110297,45342.0,0.0110236,111336.0
19,1722470411990668,0.0110295,108698.0,0.0110294,453020.0,0.0110298,311235.0,0.0110291,221012.0,0.0110303,1497.0,0.0110287,50656.0,0.0110304,59430.0,0.0110286,161243.0,0.0110306,62013.0,0.0110284,371801.0,0.0110307,443031.0,0.0110283,99076.0,0.0110308,74767.0,0.011028,59430.0,0.0110309,298010.0,0.0110277,107369.0,0.0110311,5157.0,0.0110276,308838.0,0.0110312,204873.0,0.0110275,457928.0,0.0110313,461909.0,0.0110274,82435.0,0.0110314,37724.0,0.0110273,197500.0,0.0110316,29298.0,0.0110272,258506.0,0.0110319,130217.0,0.0110271,137321.0,0.011032,181229.0,0.011027,254096.0,0.0110321,173025.0,0.0110269,167445.0,0.0110322,144191.0,0.0110268,360036.0,0.0110323,752930.0,0.0110267,190019.0,0.0110324,200000.0,0.0110266,199076.0,0.0110325,639810.0,0.0110264,60416.0,0.0110326,31886.0,0.0110263,1952.0,0.0110328,38552.0,0.0110262,90439.0,0.0110329,76927.0,0.0110261,455.0,0.011033,2619754.0,0.011026,37136.0,0.0110331,917.0,0.0110259,91543.0
20,1722470412462187,0.0110274,96056.0,0.0110273,147901.0,0.0110276,155483.0,0.0110272,99076.0,0.011028,59430.0,0.011027,201851.0,0.0110282,352830.0,0.0110268,99076.0,0.0110283,93208.0,0.0110267,137774.0,0.0110284,59430.0,0.0110266,99076.0,0.0110285,42480.0,0.0110264,986.0,0.0110286,236089.0,0.0110263,455.0,0.0110287,748585.0,0.0110262,90439.0,0.0110288,159430.0,0.0110261,455.0,0.011029,248588.0,0.011026,37136.0,0.0110291,300938.0,0.0110259,712.0,0.0110292,297154.0,0.0110256,59885.0,0.0110294,102775.0,0.0110255,5157.0,0.0110295,115190.0,0.0110254,455.0,0.0110298,337021.0,0.0110252,1497.0,0.01103,59430.0,0.0110251,455.0,0.0110301,117859.0,0.011025,86663.0,0.0110303,48043.0,0.0110249,164232.0,0.0110304,59430.0,0.0110248,455.0,0.0110305,27842.0,0.0110247,92256.0,0.0110306,41878.0,0.0110245,86510.0,0.0110307,54543.0,0.0110243,81777.0,0.0110308,85208.0,0.0110241,111653.0,0.0110309,272224.0,0.011024,91286.0
21,1722470412988393,0.0110287,684937.0,0.0110286,207604.0,0.0110292,60927.0,0.0110285,149733.0,0.0110294,102775.0,0.0110284,306283.0,0.0110295,115190.0,0.0110283,232764.0,0.0110298,337021.0,0.0110282,156999.0,0.0110299,55084.0,0.011028,137774.0,0.01103,59430.0,0.0110276,36227.0,0.0110303,27283.0,0.0110272,76098.0,0.0110304,85216.0,0.0110271,266521.0,0.0110307,96422.0,0.0110268,242113.0,0.0110308,85208.0,0.0110267,405959.0,0.0110309,41879.0,0.0110266,254096.0,0.011031,97758.0,0.0110264,255082.0,0.0110311,277376.0,0.0110263,1952.0,0.0110312,204873.0,0.0110262,90439.0,0.0110313,461909.0,0.0110261,455.0,0.0110314,127879.0,0.011026,37136.0,0.0110316,13752.0,0.0110259,712.0,0.0110318,173025.0,0.0110258,90831.0,0.0110319,88336.0,0.0110256,59885.0,0.0110321,181235.0,0.0110255,5157.0,0.0110322,5157.0,0.0110254,69702.0,0.0110323,552194.0,0.0110252,1497.0,0.0110324,852925.0,0.0110251,455.0,0.0110325,1496.0,0.011025,12441.0
